Year,State,type,production,Avg,Measures,Materials,Chemical,Value
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FENHEXAMID = 90209),FUNGICIDE,15
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FLUDIOXONIL = 71503),FUNGICIDE,41
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FLUOPYRAM = 80302),FUNGICIDE,21
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(IPRODIONE = 109801),FUNGICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ISOFETAMID = 270000),FUNGICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(METCONAZOLE = 125619),FUNGICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(MONO-POTASSIUM SALT = 76416),FUNGICIDE,3
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(POLYOXIN D ZINC SALT = 230000),FUNGICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PROPICONAZOLE = 122101),FUNGICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PYRACLOSTROBIN = 99100),FUNGICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PYRIMETHANIL = 288201),FUNGICIDE,21
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(TOTAL),FUNGICIDE,91
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ZIRAM = 34805),FUNGICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,"(2,4-D",HERBICIDE,1
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ACETOCHLOR = 121601),HERBICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CARFENTRAZONE-ETHYL = 128712),HERBICIDE,3
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CLETHODIM = 121011),HERBICIDE,21
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CLOPYRALID MONO SALT = 117401),HERBICIDE,2
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(DICHLOBENIL = 27401),HERBICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(DIURON = 35505),HERBICIDE,18
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FLUAZIFOP-P-BUTYL = 122809),HERBICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FLUMETSULAM = 129016),HERBICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FLUMIOXAZIN = 129034),HERBICIDE,14
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,23
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,16
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(GLYPHOSATE POT. SALT = 103613),HERBICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(HALOSULFURON-METHYL = 128721),HERBICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ISOXABEN = 125851),HERBICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(MESOTRIONE = 122990),HERBICIDE,18
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(NAPROPAMIDE = 103001),HERBICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(NORFLURAZON = 105801),HERBICIDE,11
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ORYZALIN = 104201),HERBICIDE,14
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PARAQUAT = 61601),HERBICIDE,19
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PRONAMIDE = 101701),HERBICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(QUINCLORAC = 128974),HERBICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(RIMSULFURON = 129009),HERBICIDE,4
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(S-METOLACHLOR = 108800),HERBICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(SIMAZINE = 80807),HERBICIDE,18
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(SULFENTRAZONE = 129081),HERBICIDE,3
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(TOTAL),HERBICIDE,43
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ACEPHATE = 103301),INSECTICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ACETAMIPRID = 99050),INSECTICIDE,4
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(AZADIRACHTIN = 121701),INSECTICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BEAUVERIA BASSIANA = 128924),INSECTICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BIFENTHRIN = 128825),INSECTICIDE,20
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BT KURSTAKI ABTS-351 = 6522),INSECTICIDE,33
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BT SUBSP KURSTAKI STRAIN EVB-113-19 = 6700),INSECTICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BURKHOLDERIA A396 CELLS & MEDIA = 6534),INSECTICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329),INSECTICIDE,30
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CYANTRANILIPROLE = 90098),INSECTICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(DIAZINON = 57801),INSECTICIDE,4
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ESFENVALERATE = 109303),INSECTICIDE,13
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FENPROPATHRIN = 127901),INSECTICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FLUPYRADIFURONE = 122304),INSECTICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(IMIDACLOPRID = 129099),INSECTICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(MALATHION = 57701),INSECTICIDE,36
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(METHOMYL = 90301),INSECTICIDE,9
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PETROLEUM DISTILLATE = 63503),INSECTICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PHOSMET = 59201),INSECTICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PYRETHRINS = 69001),INSECTICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(SPINETORAM = 110007),INSECTICIDE,16
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(SPINOSAD = 110003),INSECTICIDE,55
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(SPIROTETRAMAT = 392201),INSECTICIDE,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(THIAMETHOXAM = 60109),INSECTICIDE,5
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(TOTAL),INSECTICIDE,91
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ZETA-CYPERMETHRIN = 129064),INSECTICIDE,40
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(AUREOBASIDIUM PULLULANS DSM 14940 = 46010),OTHER,44
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(AUREOBASIDIUM PULLULANS DSM 14941 = 36010),OTHER,44
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BT KURSTAKI SA-12 = 6518),OTHER,1
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CAPRIC ACID = 128955),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CAPRYLIC ACID = 128919),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CHOLECALCIFEROL = 202901),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CUPRAMMONIUM ACETATE = 36011),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CYTOKININS = 116801),OTHER,39
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(DIPHACINONE = 67701),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(FORCHLORFENURON = 128819),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(GIBBERELLIC ACID = 43801),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(HARPIN A B PROTEIN = 6506),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(HYDROGEN PEROXIDE = 595),OTHER,52
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(INDAZIFLAM = 80818),OTHER,17
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(INDOLEBUTYRIC ACID = 46701),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(IRON PHOSPHATE = 34903),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(METALDEHYDE = 53001),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(MINERAL OIL = 63502),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(PEROXYACETIC ACID = 63201),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(POTASSIUM SILICATE = 72606),OTHER,(D)
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(REYNOUTRIA SACHALINE = 55809),OTHER,16
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(TOTAL),OTHER,74
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(ZINC PHOSPHIDE = 88601),OTHER,4
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING, ,(NITROGEN) FERTILIZER,93
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING, ,(PHOSPHATE) FERTILIZER,87
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING, ,(POTASH) FERTILIZER,84
2019,OREGON,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING, ,(SULFUR) FERTILIZER,31
2019,OREGON,TAME,ACRES HARVESTED, ,, ,TOTAL,"13,300"
2019,OREGON,TAME,PRODUCTION, ,MEASURED IN LB, ,TOTAL,"155,500,000"
2019,OREGON,TAME,YIELD, ,MEASURED IN LB / ACRE, ,TOTAL,"11,700"
2019,OREGON,TAME,FRESH MARKET - PRODUCTION, ,MEASURED IN $, ,TOTAL,"84,919,000"
2019,OREGON,TAME,FRESH MARKET - PRODUCTION, ,MEASURED IN LB, ,TOTAL,"69,040,000"
2019,OREGON,TAME,NOT SOLD - PRODUCTION, ,MEASURED IN LB, ,TOTAL,"1,400,000"
2019,OREGON,TAME,PROCESSING - PRODUCTION, ,MEASURED IN $, ,TOTAL,"49,335,000"
2019,OREGON,TAME,PROCESSING - PRODUCTION, ,MEASURED IN LB, ,TOTAL,"85,060,000"
2019,OREGON,TAME,UTILIZED - PRODUCTION, ,MEASURED IN $, ,TOTAL,"134,254,000"
2019,OREGON,TAME,UTILIZED - PRODUCTION, ,MEASURED IN LB, ,TOTAL,"154,100,000"
2019,OTHER STATES,TAME,FRESH MARKET - PRODUCTION, ,MEASURED IN $, ,TOTAL,"120,204,000"
2019,OTHER STATES,TAME,FRESH MARKET - PRODUCTION, ,MEASURED IN LB, ,TOTAL,"52,940,000"
2019,OTHER STATES,TAME,PROCESSING - PRODUCTION, ,MEASURED IN $, ,TOTAL,"2,916,000"
2019,OTHER STATES,TAME,PROCESSING - PRODUCTION, ,MEASURED IN LB, ,TOTAL,"6,450,000"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(AZOXYSTROBIN = 128810),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(BACILLUS AMYLOLIQUEFAC F727 = 16489),FUNGICIDE,(NA)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482),FUNGICIDE,(NA)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(BACILLUS SUBTILIS = 6479),FUNGICIDE,(NA)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(BASIC COPPER SULFATE = 8101),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(BOSCALID = 128008),FUNGICIDE,"2,900"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(BT SUBSP KURSTAKI EVB-113-19 = 6544),FUNGICIDE,(NA)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CALCIUM POLYSULFIDE = 76702),FUNGICIDE,"13,500"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CAPTAN = 81301),FUNGICIDE,"66,600"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CHLOROTHALONIL = 81901),FUNGICIDE,"22,600"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(COPPER CHLORIDE HYD. = 23501),FUNGICIDE,"3,100"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(COPPER HYDROXIDE = 23401),FUNGICIDE,"2,800"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(COPPER OXIDE = 25601),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CYMOXANIL = 129106),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CYPRODINIL = 288202),FUNGICIDE,"1,800"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(FAMOXADONE = 113202),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(FENBUCONAZOLE = 129011),FUNGICIDE,600
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(FENHEXAMID = 90209),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(FLUDIOXONIL = 71503),FUNGICIDE,"1,200"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(FLUOPYRAM = 80302),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(IPRODIONE = 109801),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(MEFENOXAM = 113502),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(METCONAZOLE = 125619),FUNGICIDE,900
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(MYCLOBUTANIL = 128857),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(POLYOXIN D ZINC SALT = 230000),FUNGICIDE,300
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(POTASSIUM BICARBON. = 73508),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(PYRACLOSTROBIN = 99100),FUNGICIDE,"1,500"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(PYRIMETHANIL = 288201),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(QUINOLINE = 55459),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(SULFUR = 77501),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(SWINGLEA GLUTINOSA = 97096),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(TEBUCONAZOLE = 128997),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(TOTAL),FUNGICIDE,"126,500"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(TRIFLUMIZOLE = 128879),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(ZIRAM = 34805),FUNGICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CARFENTRAZONE-ETHYL = 128712),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CLETHODIM = 121011),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(DICHLOBENIL = 27401),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(DIURON = 35505),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(FLUMIOXAZIN = 129034),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,"21,100"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(GLYPHOSATE = 417300),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(GLYPHOSATE ISO. SALT = 103601),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(HALOSULFURON-METHYL = 128721),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(ISOXABEN = 125851),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(MESOTRIONE = 122990),HERBICIDE,100
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(NAPROPAMIDE = 103001),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(ORYZALIN = 104201),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(PARAQUAT = 61601),HERBICIDE,"1,900"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(RIMSULFURON = 129009),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(S-METOLACHLOR = 108800),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(SIMAZINE = 80807),HERBICIDE,"9,100"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(SULFENTRAZONE = 129081),HERBICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(TOTAL),HERBICIDE,"39,700"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(ABAMECTIN = 122804),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(ACETAMIPRID = 99050),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(AZADIRACHTIN = 121701),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(BEAUVERIA BASSIANA = 128924),INSECTICIDE,(NA)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(BIFENTHRIN = 128825),INSECTICIDE,"1,000"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(BT KURSTAKI ABTS-351 = 6522),INSECTICIDE,(NA)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(BURKHOLDERIA A396 CELLS & MEDIA = 6534),INSECTICIDE,(NA)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CARBARYL = 56801),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CHLORPYRIFOS = 59101),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329),INSECTICIDE,(NA)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CYANTRANILIPROLE = 90098),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(DIAZINON = 57801),INSECTICIDE,"1,700"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(DIMETHOATE = 35001),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(ESFENVALERATE = 109303),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(FENPROPATHRIN = 127901),INSECTICIDE,"3,400"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(FLUPYRADIFURONE = 122304),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(IMIDACLOPRID = 129099),INSECTICIDE,"1,300"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(MALATHION = 57701),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(METHOMYL = 90301),INSECTICIDE,"4,000"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(METHOXYFENOZIDE = 121027),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(PETROLEUM DISTILLATE = 63503),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(PHOSMET = 59201),INSECTICIDE,"10,900"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(PYRETHRINS = 69001),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(SPINETORAM = 110007),INSECTICIDE,400
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(SPINOSAD = 110003),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(SPIROTETRAMAT = 392201),INSECTICIDE,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(THIAMETHOXAM = 60109),INSECTICIDE,100
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(TOTAL),INSECTICIDE,"43,000"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(ZETA-CYPERMETHRIN = 129064),INSECTICIDE,500
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(BT ISRAELENSIS AM 65-52 = 69162),OTHER,(NA)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(BT KURSTAKI SA-12 = 6518),OTHER,(NA)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CAPRIC ACID = 128955),OTHER,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CAPRYLIC ACID = 128919),OTHER,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CHLOROPHACINONE = 67707),OTHER,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CUPRAMMONIUM ACETATE = 36011),OTHER,"9,100"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(CYTOKININS = 116801),OTHER,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(GIBBERELLIC ACID = 43801),OTHER,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(HYDROGEN PEROXIDE = 595),OTHER,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(INDAZIFLAM = 80818),OTHER,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(METALDEHYDE = 53001),OTHER,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(MINERAL OIL = 63502),OTHER,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(PEROXYACETIC ACID = 63201),OTHER,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(REYNOUTRIA SACHALINE = 55809),OTHER,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(TETRADECEN-1-OL (Z) = 128980),OTHER,(D)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(TOTAL),OTHER,"21,000"
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(TRICHODERMA ASPERELLUM STRAIN ICC 012 = 119208),OTHER,(NA)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB,(TRICHODERMA GAMISII STRAIN ICC 080 = 119207),OTHER,(NA)
2019,WASHINGTON,BEARING,APPLICATIONS, ,MEASURED IN LB, ,(NITROGEN) FERTILIZER,"902,000"
